iter	Passed	Remaining
784	41560	11382
785	41637	11336
786	41731	11294
787	41909	11275
788	41987	11228
789	42076	11184
790	42150	11137
791	42221	11088
792	42285	11037
793	42364	10991
794	42464	10950
795	42542	10902
796	42606	10852
797	42667	10800
798	42742	10752
799	42822	10705
800	42890	10655
801	42948	10603
802	43029	10556
803	43076	10501
804	43135	10448
805	43203	10398
806	43262	10346
807	43340	10298
808	43421	10251
809	43471	10197
810	43521	10142
811	43578	10089
812	43618	10032
813	43664	9977
814	43706	9921
815	43742	9863
816	43787	9807
817	43836	9753
818	43879	9697
819	43920	9641
820	43964	9585
821	44008	9529
822	44052	9474
823	44099	9419
824	44141	9363
825	44181	9306
826	44220	9250
827	44265	9195
828	44313	9140
829	44367	9087
830	44416	9032
831	44467	8979
832	44512	8923
833	44558	8868
834	44608	8814
835	44652	8759
836	44693	8703
837	44730	8647
838	44775	8592
839	44828	8538
840	44884	8485
841	44927	8430
842	44982	8377
843	45029	8323
844	45078	8268
845	45134	8215
846	45191	8163
847	45239	8108
848	45315	8059
849	45385	8009
850	45432	7954
851	45476	7899
852	45521	7844
853	45564	7789
854	45614	7735
855	45657	7680
856	45701	7625
857	45745	7570
858	45787	7515
859	45844	7462
860	45905	7411
861	45952	7356
862	45991	7301
863	46037	7246
864	46086	7192
865	46126	7137
866	46166	7082
867	46217	7028
868	46260	6973
869	46311	6920
870	46380	6869
871	46425	6814
872	46473	6760
873	46526	6707
874	46578	6654
875	46631	6600
876	46697	6549
877	46768	6498
878	46869	6451
879	46936	6400
880	46977	6345
881	47030	6292
882	47088	6239
883	47124	6183
884	47177	6130
885	47215	6075
886	47286	6024
887	47376	5975
888	47472	5927
889	47595	5882
890	47681	5833
891	47780	5785
892	47914	5741
893	47981	5689
894	48050	5637
895	48113	5584
896	48178	5532
897	48244	5479
898	48305	5426
899	48350	5372
900	48398	5317
901	48440	5262
902	48495	5209
903	48547	5155
904	48613	5103
905	48658	5048
906	48705	4994
907	48759	4940
908	48818	4887
909	48876	4833
910	48935	4780
911	48997	4727
912	49088	4677
913	49163	4625
914	49238	4574
915	49327	4523
916	49385	4469
917	49454	4417
918	49512	4363
919	49584	4311
920	49629	4257
921	49671	4202
922	49715	4147
923	49763	4093
924	49801	4037
925	49843	3983
926	49886	3928
927	49937	3874
928	49990	3820
929	50061	3768
930	50157	3717
931	50211	3663
932	50271	3610
933	50319	3555
934	50370	3501
935	50449	3449
936	50505	3395
937	50560	3341
938	50605	3287
939	50649	3232
940	50696	3178
941	50738	3124
942	50774	3069
943	50808	3014
944	50842	2959
945	50877	2904
946	50913	2849
947	50956	2795
948	50992	2740
949	51048	2686
950	51092	2632
951	51140	2578
952	51184	2524
953	51223	2469
954	51267	2415
955	51321	2362
956	51387	2308
957	51444	2255
958	51489	2201
959	51533	2147
960	51589	2093
961	51631	2039
962	51682	1985
963	51730	1931
964	51779	1878
965	51824	1824
966	51875	1770
967	51924	1716
968	51969	1662
969	52006	1608
970	52043	1554
971	52084	1500
972	52119	1446
973	52157	1392
974	52194	1338
975	52229	1284
976	52270	1230
977	52306	1176
978	52339	1122
979	52374	1068
980	52409	1015
981	52441	961
982	52474	907
983	52508	853
984	52543	800
985	52575	746
986	52608	692
987	52641	639
988	52673	585
989	52707	532
990	52742	478
991	52777	425
992	52811	372
993	52846	318
994	52886	265
995	52922	212
996	52958	159
997	52996	106
998	53033	53
999	53068	0
