iter	RMSE
232	1801.771399
233	1801.163594
234	1800.693549
235	1800.317067
236	1799.534569
237	1799.208604
238	1798.802296
239	1798.451242
240	1798.223664
241	1797.537047
242	1797.081655
243	1796.549825
244	1795.776947
245	1795.392506
246	1794.983625
247	1794.530849
248	1794.076097
249	1793.612901
250	1793.151121
251	1792.702919
252	1792.196884
253	1791.689997
254	1791.261705
255	1790.838963
256	1790.529533
257	1790.276226
258	1789.803296
259	1789.221115
260	1788.909511
261	1788.621831
262	1788.165027
263	1787.741254
264	1787.22129
265	1786.705297
266	1786.399932
267	1785.975859
268	1785.793944
269	1785.427099
270	1785.020974
271	1784.469053
272	1783.871083
273	1783.562888
274	1783.076405
275	1782.679893
276	1782.352745
277	1781.401743
278	1781.049908
279	1780.685116
280	1780.265562
281	1779.959679
282	1779.650445
283	1779.360569
284	1779.207579
285	1778.68909
286	1778.483016
287	1778.277687
288	1777.860886
289	1777.451859
290	1777.132778
291	1776.667781
292	1776.362535
293	1775.932166
294	1775.580672
295	1775.092537
296	1774.689742
297	1774.33498
298	1774.00854
299	1773.46924
300	1772.943707
301	1772.63033
302	1772.293228
303	1771.915312
304	1771.5593
305	1771.127433
306	1770.447817
307	1770.158413
308	1769.809264
309	1769.614079
310	1769.134411
311	1768.554202
312	1767.974567
313	1767.729264
314	1767.549338
315	1767.117854
316	1766.932577
317	1766.491027
318	1766.182463
319	1765.932147
320	1765.743093
321	1765.382486
322	1765.127287
323	1764.95155
324	1764.673674
325	1764.371249
326	1763.915198
327	1763.511496
328	1763.101837
329	1762.73545
330	1762.205389
331	1761.938983
332	1761.59766
333	1761.278406
334	1761.003518
335	1760.687591
336	1760.310813
337	1759.938804
338	1759.736528
339	1759.49155
340	1759.046798
341	1758.771414
342	1758.245695
343	1757.920292
344	1757.487418
345	1757.198891
346	1756.978434
347	1756.459871
348	1756.076084
349	1755.958106
350	1755.680596
351	1755.435286
352	1755.02408
353	1754.723575
354	1754.290061
355	1754.118088
356	1753.722396
357	1753.451495
358	1753.145589
359	1752.952598
360	1752.79592
361	1752.537634
362	1752.248219
363	1751.904594
364	1751.502999
365	1751.16448
366	1750.924255
367	1750.763137
368	1750.477786
369	1750.225364
370	1749.823567
371	1749.579659
372	1749.318066
373	1749.159612
374	1748.921429
375	1748.548085
376	1748.345984
377	1748.054007
378	1747.783226
379	1747.465488
380	1747.162806
381	1746.897743
382	1746.424512
383	1746.037902
384	1745.657347
385	1745.38074
386	1745.081461
387	1744.87193
388	1744.560883
389	1744.325007
390	1744.012805
391	1743.760842
392	1743.326609
393	1743.104113
394	1743.001385
395	1742.774742
396	1742.594938
397	1742.414368
398	1742.168893
399	1741.768903
400	1741.546101
401	1741.184826
402	1740.983353
403	1740.775959
404	1740.523776
405	1740.259547
406	1739.97408
407	1739.754824
408	1739.415613
409	1739.173152
410	1738.927717
411	1738.689202
412	1738.414777
413	1738.19312
414	1737.938573
415	1737.7574
416	1737.480412
417	1737.301869
418	1737.075926
419	1736.857997
420	1736.608847
421	1736.224566
422	1736.00982
423	1735.772465
424	1735.412944
425	1735.210582
426	1734.91738
427	1734.662227
428	1734.385783
429	1734.163528
430	1733.98837
431	1733.728296
432	1733.566452
433	1733.344904
434	1733.052805
435	1732.780276
436	1732.59359
437	1732.307745
438	1732.132811
439	1731.878695
440	1731.707066
441	1731.508587
442	1731.329598
443	1731.085337
444	1730.873962
445	1730.580609
446	1730.431799
447	1730.19705
448	1730.057034
449	1729.847901
450	1729.575299
451	1729.486892
452	1729.325059
453	1729.134485
454	1728.733292
455	1728.576213
456	1728.26365
457	1727.874076
458	1727.677053
459	1727.486587
460	1727.283478
461	1727.162176
462	1726.916313
463	1726.631521
464	1726.484649
465	1726.156918
466	1725.904799
467	1725.593761
468	1725.369378
469	1725.061827
470	1724.858352
471	1724.509649
472	1724.365237
473	1724.148557
474	1723.999057
475	1723.774447
476	1723.427121
477	1723.151197
478	1722.936331
479	1722.736064
480	1722.491699
481	1722.274485
482	1721.989868
483	1721.712815
484	1721.412558
485	1721.027437
486	1720.724846
487	1720.44742
488	1720.260635
489	1720.036754
490	1719.947794
491	1719.783082
492	1719.494685
493	1719.370217
494	1719.107836
495	1719.000872
496	1718.712492
497	1718.483735
498	1718.332812
499	1718.221789
500	1718.023105
501	1717.80995
502	1717.614541
503	1717.479452
504	1716.974331
505	1716.70099
506	1716.590242
507	1716.478487
508	1716.265764
509	1716.101547
510	1715.919356
511	1715.650869
512	1715.476608
513	1715.183505
514	1714.976264
515	1714.677685
516	1714.503537
517	1714.110256
518	1713.872776
519	1713.625157
520	1713.202227
521	1712.999313
522	1712.546867
523	1712.24509
524	1712.107044
525	1712.032889
526	1711.815715
527	1711.57725
528	1711.382241
529	1711.122299
530	1710.985942
531	1710.879079
532	1710.787651
533	1710.634202
534	1710.439151
535	1710.299785
536	1710.090998
537	1709.915523
538	1709.742687
539	1709.588262
540	1709.429178
541	1709.221181
542	1709.020532
543	1708.798599
544	1708.552873
545	1708.355009
546	1708.199018
547	1708.013784
548	1707.829105
549	1707.620224
550	1707.373027
551	1707.141642
552	1706.931713
553	1706.734387
554	1706.664526
555	1706.516845
556	1706.32799
557	1706.164072
558	1705.904249
559	1705.745986
560	1705.613645
561	1705.421672
562	1705.31185
563	1705.181043
564	1704.860972
565	1704.632554
566	1704.45947
567	1704.217432
568	1703.969815
569	1703.777513
570	1703.493709
571	1703.3358
572	1702.88942
573	1702.732836
574	1702.671437
575	1702.472422
576	1702.342078
577	1702.096532
578	1701.799919
579	1701.668689
580	1701.485942
581	1701.255889
582	1701.027768
583	1700.753005
584	1700.390074
585	1700.275311
586	1699.933084
587	1699.791744
588	1699.53149
589	1699.372086
590	1699.200443
591	1699.087422
592	1698.92399
593	1698.760923
594	1698.543857
595	1698.363877
596	1698.243128
597	1697.992248
598	1697.766366
599	1697.574547
600	1697.458827
601	1697.28786
602	1697.045901
603	1696.889121
604	1696.699048
605	1696.358784
606	1696.15338
607	1696.060702
608	1695.823262
609	1695.648396
610	1695.549451
611	1695.364082
612	1695.144725
613	1695.002007
614	1694.766037
615	1694.636017
616	1694.467434
617	1694.269998
618	1694.10391
619	1693.929606
620	1693.66652
621	1693.477817
622	1693.339208
623	1693.075821
624	1692.905784
625	1692.742155
626	1692.509764
627	1692.380502
628	1692.275442
629	1692.139311
630	1691.896792
631	1691.813993
632	1691.653997
633	1691.466203
634	1691.209146
635	1691.085645
636	1690.960444
637	1690.776692
638	1690.621107
639	1690.480852
640	1690.310042
641	1690.190483
642	1689.996516
643	1689.876708
644	1689.667994
645	1689.620396
646	1689.411972
647	1689.218364
648	1689.047945
649	1688.896207
650	1688.780201
651	1688.716742
652	1688.629861
653	1688.46712
654	1688.264462
655	1688.079342
656	1687.916192
657	1687.789612
658	1687.614003
659	1687.409541
660	1687.191114
661	1687.05537
662	1686.95903
663	1686.821444
664	1686.711715
665	1686.612356
666	1686.265655
667	1686.183448
668	1686.099998
669	1685.891706
670	1685.698338
671	1685.553502
672	1685.358718
673	1685.212804
674	1685.022476
675	1684.834078
676	1684.63802
677	1684.529638
678	1684.420651
679	1684.129252
680	1684.039492
681	1683.907206
682	1683.70889
683	1683.544932
684	1683.465321
685	1683.32085
686	1683.201082
687	1683.02368
688	1682.8319
689	1682.691694
690	1682.557576
691	1682.3292
692	1682.199969
693	1682.025835
694	1681.810675
695	1681.633693
696	1681.545113
697	1681.323572
698	1681.195134
699	1680.981339
700	1680.846358
701	1680.629989
702	1680.497171
703	1680.345078
704	1680.167272
705	1679.934746
706	1679.783334
707	1679.678139
708	1679.552078
709	1679.438265
710	1679.216693
711	1679.078901
712	1678.894025
713	1678.750742
714	1678.615641
715	1678.429294
716	1678.351907
717	1678.292551
718	1678.149513
719	1677.933495
720	1677.77037
721	1677.63722
722	1677.505442
723	1677.387023
724	1677.185978
725	1677.072734
726	1676.899473
727	1676.738652
728	1676.556058
729	1676.479858
730	1676.349037
731	1676.263105
732	1676.105667
733	1675.872045
734	1675.715555
735	1675.599608
736	1675.459229
737	1675.342207
738	1675.124186
739	1675.021431
740	1674.841836
741	1674.690148
742	1674.607351
743	1674.460323
744	1674.336649
745	1674.277786
746	1674.116467
747	1673.940209
748	1673.818895
749	1673.64675
750	1673.532874
751	1673.304371
752	1673.156587
753	1673.022228
754	1672.91804
755	1672.717778
756	1672.60281
757	1672.493976
758	1672.30249
759	1672.125138
760	1672.053074
761	1671.972821
762	1671.789036
763	1671.641223
764	1671.453371
765	1671.292654
766	1671.15547
767	1671.069039
768	1670.908096
769	1670.848456
770	1670.700416
771	1670.476552
772	1670.277346
773	1670.043368
774	1669.905131
775	1669.764493
776	1669.667888
777	1669.525421
778	1669.31958
779	1669.192204
780	1669.04633
781	1668.880115
782	1668.768369
783	1668.688554
784	1668.624732
785	1668.521355
786	1668.359966
787	1668.102151
788	1667.976857
789	1667.839843
790	1667.670568
791	1667.510575
792	1667.316853
793	1667.199382
794	1667.000371
795	1666.81792
796	1666.692608
797	1666.521058
798	1666.325601
799	1665.98446
800	1665.859609
801	1665.655249
802	1665.511863
803	1665.367798
804	1665.231647
805	1665.143086
806	1665.041134
807	1664.82077
808	1664.704969
809	1664.649164
810	1664.337326
811	1664.237347
812	1664.155439
813	1664.004107
814	1663.863143
815	1663.802919
816	1663.676252
817	1663.564537
818	1663.526904
819	1663.386875
820	1663.279964
821	1663.187239
822	1663.125364
823	1663.007277
824	1662.882122
825	1662.754497
826	1662.627999
827	1662.497271
828	1662.361423
829	1662.294775
830	1662.182087
831	1662.096037
832	1661.91749
833	1661.866604
834	1661.691323
835	1661.584012
836	1661.450181
837	1661.281513
838	1661.151472
839	1661.029959
840	1660.833592
841	1660.631699
842	1660.458014
843	1660.366189
844	1660.27724
845	1660.082479
846	1659.917412
847	1659.849713
848	1659.719328
849	1659.563293
850	1659.338184
851	1659.198804
852	1659.053274
853	1658.96815
854	1658.78776
855	1658.599479
856	1658.517382
857	1658.38354
858	1658.337803
859	1658.25235
860	1658.086238
861	1657.955133
862	1657.853399
863	1657.685331
864	1657.610778
865	1657.494645
866	1657.352625
867	1657.208717
868	1657.045356
869	1656.893229
870	1656.748353
871	1656.626249
872	1656.492566
873	1656.4083
874	1656.235329
875	1656.131737
876	1655.994525
877	1655.847909
878	1655.765077
879	1655.615552
880	1655.383822
881	1655.243618
882	1655.090358
883	1654.968602
884	1654.808382
885	1654.688274
886	1654.574545
887	1654.498199
888	1654.27934
889	1654.190956
890	1654.121456
891	1654.061688
892	1653.914871
893	1653.833201
894	1653.70688
895	1653.584827
896	1653.34783
897	1653.192333
898	1653.061013
899	1652.951943
900	1652.830594
901	1652.735968
902	1652.625702
903	1652.430335
904	1652.265457
905	1652.150779
906	1652.109373
907	1652.059379
908	1651.905363
909	1651.721507
910	1651.686237
911	1651.654209
912	1651.565043
913	1651.414481
914	1651.313317
915	1651.196063
916	1651.130894
917	1651.012792
918	1650.860308
919	1650.77191
920	1650.582441
921	1650.530824
922	1650.413567
923	1650.33738
924	1650.243562
925	1650.107627
926	1649.96335
927	1649.856906
928	1649.781359
929	1649.530124
930	1649.433359
931	1649.362488
932	1649.295857
933	1649.187486
934	1649.120976
935	1649.047517
936	1648.93127
937	1648.818096
938	1648.796642
939	1648.759573
940	1648.663069
941	1648.532785
942	1648.43093
943	1648.3095
944	1648.239755
945	1648.105901
946	1647.859563
947	1647.747211
948	1647.671764
949	1647.584241
950	1647.482324
951	1647.394265
952	1647.321557
953	1647.236431
954	1647.141454
955	1647.03962
956	1646.914312
957	1646.77117
958	1646.700897
959	1646.55611
960	1646.455827
961	1646.331772
962	1646.188786
963	1646.044418
964	1645.877902
965	1645.777352
966	1645.613979
967	1645.491212
968	1645.386337
969	1645.330721
970	1645.238724
971	1645.120305
972	1645.081462
973	1645.0179
974	1644.9385
975	1644.811391
976	1644.693239
977	1644.58837
978	1644.534388
979	1644.454363
980	1644.326479
981	1644.231473
982	1644.148043
983	1643.855404
984	1643.829962
985	1643.650803
986	1643.571383
987	1643.461635
988	1643.41558
989	1643.255939
990	1643.127902
991	1643.015008
992	1642.820036
993	1642.674276
994	1642.569862
995	1642.419048
996	1642.266399
997	1642.17832
998	1642.065352
999	1641.985808
